Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Unidad Mérida #011L4J993,2195279,2950,Adquisición de productos consumibles de equipo XPS modelo Kalpa marca thermo,AA-011L4J993-E279-2020,,2020-11-27 11:20,2020-11-27 11:21,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2414319,"Juego de filamentos para bomba de sublimación, Filter kit 100M 2 Per TF9-50, Sensor de flujo 1.9 LPM R 1/4 24 VDC y Juego de sellos para bomba scroll varian SH-110 (para XPS K-alpha)","Juego de filamentos para bomba de sublimación, Filter kit 100M 2 Per TF9-50, Sensor de flujo 1.9 LPM R 1/4 24 VDC y Juego de sellos para bomba scroll varian SH-110 (para XPS K-alpha)",2020-11-28,2020-12-02,31595.22,MXN,Expirado,0,0,INT9103157U9,INTERCOVAMEX SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1920211
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2182386,5310,AA-050GYR040-E64-2020 Adq. Microscopios IMSS BIENESTAR,AA-050GYR040-E64-2020,,2020-10-28 19:08,2020-11-03 10:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2411668,20BI0174_2020_MICROSCOPIOS SA,20BI0174_2020_MICROSCOPIOS SA,2020-12-02,2021-02-26,116992,MXN,Expirado,0,0,MIC870515C72,MICROSCOPIOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1909883
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR033,2188481,2950,AA-050GYR033-E246-2020 CONSUMIBLES PARA VENTILADORES CONTIGENCIA COVID 2ª COMPRA,AA-050GYR033-E246-2020,,2020-11-10 15:43,2020-11-13 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2410776,D200025,"CONSUMIBLES PARA VENTILADORES CONTIGENCIA COVID 2ª COMPRA"" Y “CONSUMIBLES PARA VENTILADORES DEL HGZ 83 (HOSPITAL COVID)”, DENTRO DEL EJERCICIO 2020",2020-11-13,2020-12-31,157950,MXN,Expirado,0,0,ABI110629LA5,AMC BIOMEDICAL SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1914842
COFEPRIS,Comisión Federal para la Protección contra Riesgos Sanitarios,COFEPRIS-Dirección Ejecutiva de Recursos Materiales y Servicios Generales #012S00001,2200322,5310,ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMP,AA-012S00001-E185-2020,,2020-12-08 15:48,2020-11-27 17:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2420762,ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMPLIACIÓN DE COBERTURA,"ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMPLIACIÓN DE COBERTURA



LA ADQUISICIÓN CONSTA DE LA PARTIDA:



N° 78 EQUIPO DE DESCONTAMINACIÓN DE SUPERFICIES, 1 PIEZA



SISTEMA DE DESCONTAMINACIÓN DE SUPERFICIES EL CUAL CONSTA DE UN DISCO ROTATORIO A ALTAS RPM QUE PULVERIZA PERÓXIDO DE HIDRÓGENO EN BAJAS CONCENTRACIONES, CON LO CUAL SE ELIMINA HASTA EL 99.9% DE MICROORGANISMOS SIN COMPROMETER LA SALUD DE USUARIO Y OPERADOR

",2020-12-01,2020-12-31,182500,MXN,Expirado,0,0,ATE070307EN4,ABASTECEDORA TECNOLOGICA ESPECIALIZADA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1924764
COFEPRIS,Comisión Federal para la Protección contra Riesgos Sanitarios,COFEPRIS-Dirección Ejecutiva de Recursos Materiales y Servicios Generales #012S00001,2200457,5310,ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMP,AA-012S00001-E194-2020,,2020-12-08 19:18,2020-11-27 17:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2420861,ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMPLIACIÓN DE COBERTURA,"ADQUISICIÓN DE EQUIPO DE LABORATORIO PARA LA COMISIÓN DE CONTROL ANALÍTICO Y AMPLIACIÓN DE COBERTURA



LA ADQUISICIÓN CONSTA DE:



PARTIDA 60 CONTADOR DE PARTÍCULAS, 1 PZA

",2020-12-01,2021-02-26,826795.2,MXN,Expirado,1,0,IAJ970211B94,INSTRUMENTACION AVANZADA JR SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1924900
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2205003,5310,ADQUISICION DE CONCENTRADOR DE OXIGENO RESPIRONICS,AA-012NCD001-E698-2020,,2020-12-18 21:12,2020-12-18 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2425176,ADQUISICION DE CONCENTRADOR DE OXIGENO RESPIRONICS,ADQUISICION DE CONCENTRADOR DE OXIGENO RESPIRONICS,2020-12-18,2020-12-21,715500,MXN,Terminado,0,0,,GRUPO PYTCOSA US1 SAS,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1928770
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,"ISSSTE-Hospital Regional Gral. Ignacio Zaragoza, Coordinación de Mantenimiento #051GYN081",2203099,3540,MANTENIMIENTO CORRECTIVO A 10 MESAS QUIRURGICAS UBICADAS EN EL AREA DE QUIROFANO,AA-051GYN081-E23-2020,,,,,Servicios,ADJUDICACIÓN DIRECTA,,2423926,MANTENIMIENTO CORRECTIVO A 10 MESAS QUIRURGICAS UBICADAS EN EL AREA DE QUIROFANO,MANTENIMIENTO CORRECTIVO A 10 MESAS QUIRURGICAS UBICADAS EN EL AREA DE QUIROFANO,2020-03-09,2020-03-20,72000,MXN,Expirado,0,0,,JESSICA LISET MARTINEZ ALCANTARA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR012,2207312,3540,AA-050GYR012-E300-2020 CONT DEL SERV  DE MANTEN CORREC A VENTILADOR INCLUYE SUMN,AA-050GYR012-E300-2020,,2020-12-28 12:27,2020-12-24 12:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2427373,AA-050GYR012-E300-2020 ,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO CORRECTIVO A VENTILADOR INCLUYE SUMINISTRO DE PANEL FRONTAL, FRONTPANEL, TOUCHSCREEN, TOPCOVER, MEMBRANA Y ETIQUETA FRONTAL DEL  VENTILADOR PEDIATRICO ADULTO  MARCA T- BIRD, VELA II, MODELO AET04240, NNI. 200400071065 QUE SE ENCUENTRAN EN LA UNIDAD HGZ No. 10",2020-12-28,2020-12-31,89040,MXN,Expirado,0,0,,SERVICIO DE INGENIERIA EN MEDICINA SA DE CV ,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1930657
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR033,2188481,2950,AA-050GYR033-E246-2020 CONSUMIBLES PARA VENTILADORES CONTIGENCIA COVID 2ª COMPRA,AA-050GYR033-E246-2020,,2020-11-10 15:43,2020-11-13 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2410527,D200024,"CONSUMIBLES PARA VENTILADORES CONTIGENCIA COVID 2ª COMPRA"" Y “CONSUMIBLES PARA VENTILADORES DEL HGZ 83 (HOSPITAL COVID)”, DENTRO DEL EJERCICIO 2020",2020-11-13,2020-12-31,1083087.28,MXN,Expirado,0,0,SIM881017I91,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1914842
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2208976,3540,MANTENIMIENTO DE TOMOTHERPY MARCA ACCURAY,AA-012NBQ001-E237-2020,,2020-12-31 15:38,2020-12-11 08:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2429484,MANTENIMIENTO DE TOMOTHERPY MARCA ACCURAY,MANTENIMIENTO DE TOMOTHERPY MARCA ACCURAY,2020-12-11,2020-12-31,3440076,MXN,Expirado,0,0,CRS100305ELA,CYBER ROBOTIC SOLUTIONS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932117
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos Delegación Querétaro #050GYR110,2209672,3540,AA-050GYR110-E51-2020 REPARACION DE EQUIPO MEDICO CENTRIFUGA ,AA-050GYR110-E51-2020,,2021-01-05 09:57,2020-10-15 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2430497,CCOA202325080059, REPARACION DE EQUIPO MEDICO CENTRIFUGA,2020-10-15,2020-10-20,159482,MXN,Expirado,0,0,,PROLAB RX SA DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932658
INIFAP,"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias","INIFAP-Departamento de Administración del Centro Nacional de Investigación Disciplinaria Relación Agua, Suelo, Planta, Atmósfera #008JAG006",2209277,3540,MANTENIMIENTO A EQ. DE LABORATORIO.,AA-008JAG006-E8-2020,,2021-01-03 17:32,2020-12-01 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2429788,MANTENIMIENTO A EQ. DE LABORATORIO.,MANTENIMIENTO DE EQ. DE LABORATORIO.,2020-12-04,2020-12-31,29291.96,MXN,Expirado,0,0,PEM650731QC3,PERKIN ELMER DE MEXICO SA,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932331
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos Delegación Querétaro #050GYR110,2209661,3540,AA-050GYR110-E49-2020 MANTENIMIENTO CORRECTIVO A REFRIGERADORES BIOLOGICOS UMF,AA-050GYR110-E49-2020,,2021-01-05 09:44,2020-08-21 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2430473,C0M0083,"MANTENIMIENTO CORRECTIVO A REFRIGERADORES BIOLOGICOS UMF 10, 14 Y 15",2020-08-21,2020-10-28,74900,MXN,Expirado,0,0,,JAVIER FACIO DELGADO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932652
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2203016,2950,FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,AA-050GYR079-E314-2020,,2020-12-18 18:00,2020-12-18 14:50,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2426658,D0P0607 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,D0P0607 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO ,2020-12-21,2020-12-28,20500,MXN,Expirado,0,0,,ALANN OMAR ESTRELLA PENA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927001
INCAN,Instituto Nacional de Cancerología,INCAN-Dirección de Administración #012NBV001,2203940,2950,Refacciones y accesorios menores de equipo e instrumental méd.ylab.p/INCAN.,AA-012NBV001-E627-2020,,2020-12-17 12:48,2020-10-09 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2424053,Refacciones y accesorios menores de equipo e instrumental méd.ylab.p/INCAN.,Refacciones y accesorios menores de equipo e instrumental méd.ylab.p/INCAN. ,2020-10-09,2020-12-31,551120,MXN,Expirado,0,0,ACC0001122E7,ACCESOFARM SA DE CV ,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927862
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2203016,2950,FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,AA-050GYR079-E314-2020,,2020-12-18 18:00,2020-12-18 14:50,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2426638,D0P0605 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,D0P0605 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,2020-12-18,2020-12-22,2636.04,MXN,Expirado,0,0,VOC101220F18,VIASIS OCC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927001
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2203016,2950,FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,AA-050GYR079-E314-2020,,2020-12-18 18:00,2020-12-18 14:50,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2426651,D0P0608 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,D0P0608 FOCON 197 CONTRATACION DE CONSUMIBLES DE EQUIPO MEDICO,2020-12-21,2020-12-28,17153.76,MXN,Expirado,0,0,VOC101220F18,VIASIS OCC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927001
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050,2195558,2950,Solicitud de Cotizaciones para la Adquisición Material Eléctrico y Electrónico,AA-050GYR050-E245-2020,,2020-11-27 15:07,2020-12-02 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2423739,Solicitud de Cotizaciones para la Adquisición de Refacciones de Equipo Médico,Solicitud de Cotizaciones para la Adquisición de Material Eléctrico y Electrónico .,2020-12-07,2020-12-31,229098.37,MXN,Expirado,0,0,,J REFUGIO GUILLERMO VITE,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1920604
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Delegación Estatal del ISSSTE en Baja California Sur #051GYN052,2133322,5310,ADQUISICIÓN EQUIPO MÉDICO PARA UNIDADES MÉDICAS ISSSTE B.C.S.,LA-051GYN052-E31-2020,2020-08-13,2020-07-14 11:34,2020-08-05 10:00,Internacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2429426,"ADQUISICIÓN EQUIPO MÉDICO C.H. CD. CONSTITUCIÓN, C.H. SANTA ROSALÍA Y C.M.F. LA PAZ B.C.S.","ADQUSICIÓN EQUIPOS Y COMPONENETES MÉDICOS PARA LA CLÍNICA HOSPITAL DE CIUDAD CONSTITUCIÓN, CLÍNICA HOSPITAL D SANTA ROSALÍA Y CLÍNICA DE MEDICINA FAMILIAR LA PAZ, DEL ISSSTE EN B.C.S.",2020-08-15,2020-10-16,1183082.88,MXN,Expirado,0,0,TSM061013NR7,TAQ SISTEMAS MEDICOS ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1867102
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos Delegación Querétaro #050GYR110,2208983,3540,"AA-050GYR110-E42-2020 REPARACION DE PANENDOSCOPIO, COLONOSCOPIO Y MONITOR DESFI",AA-050GYR110-E42-2020,,2020-12-31 15:52,2020-06-08 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2429496,CCOA202325080041,"REPARACION DE PANENDOSCOPIO, COLONOSCOPIO Y MONITOR DESFIBRILADOR EN LA UMAA.",2020-06-08,2020-06-12,266421.38,MXN,Expirado,0,0,BST130611DL6,BIOMEDICAL SISTEM  TECNOLOGY SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932128
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,2200493,5320,AA-050GYR046-E872-2020,AA-050GYR046-E872-2020,,2020-12-11 17:29,2020-12-16 09:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2429503,D0P1126,AA-050GYR046-E872-2020,2020-12-21,2020-12-31,55081.4,MXN,Expirado,0,0,SIM881017I91,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1926204
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Delegación Estatal del ISSSTE en Baja California Sur #051GYN052,2133322,5310,ADQUISICIÓN EQUIPO MÉDICO PARA UNIDADES MÉDICAS ISSSTE B.C.S.,LA-051GYN052-E31-2020,2020-08-13,2020-07-14 11:34,2020-08-05 10:00,Internacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2429438,ADQUISICIÓN EQUIPO MÉDICO C.H. SAN JOSÉ DEL CABO B.C.S.,"ADQUISICIÓN EQUIPOS Y COMPONENTES MÉDICOS PARA LA CLÍNICA HOSPITAL A SAN JOSÉ DEL CABO, DEL ISSSTE EN B.C.S.",2020-08-15,2020-10-16,264787.84,MXN,Expirado,0,0,TSM061013NR7,TAQ SISTEMAS MEDICOS ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1867102
JAL,_Gobierno del Estado de Jalisco,"JAL-Comisión Estatal del Agua-Dirección Administrativa, Jurídico e Innovación #914029972",2188153,5310,ADQUISICIÓN DE EQUIPAMIENTO Y/O INSTRUMENTACIÓN DE LABORATORIO,IA-914029972-E7-2020,2020-12-03,2020-11-23 14:54,2020-11-30 11:00,Nacional,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Presencial,2423668,ADQUISICIÓN DE EQUIPAMIENTO Y/O INSTRUMENTACIÓN DE LABORATORIO,"ADQUISICIÓN DE EQUIPAMIENTO Y/O INSTRUMENTACIÓN DE LABORATORIO: 

01 PIEZA DE AUTOCLAVE AUTOMÁTICA VERTICAL.

ESPECIFICACIONES: Con capacidad de 40 L 

Con temperatura de control digital y sensor PT100

Con capacidad de almacenamiento mínimo de 4 programas de esterilización. 

Pantalla digital LCD, para observar la temperatura y presión de operación. 

Con temporizador de hasta 99.59 minutos. 

Resolución de 1°C

Elementos calefactores de acero inoxidable tipo inmersión blindados

doble válvula de seguridad

Alarmas para límites alto y bajo de temperatura, detección de fallas y bajas de voltaje. 

Manómetro de carátula

Temperatura máxima: de 13°C.

Presión máxima: 2.1 kg/cm2

Dimensiones de la cámara: 30 cm de diámetro x 60 cm de fondo. 

Dimensiones externas: 66cm de ancho por 40 cm de profundo x 101 cm de alto 

Requerimientos eléctricos: 120 V

Opción de drenado de vapor lento o rápido. 



01 PIEZA DE BALANZA ANALÍTICA, CAPACIDAD 210 G X 0.1 MG DE SENSIBILIDAD. ESPECIFICACIONES:Calibración Interna, Puertas de cristal.

Plato de pesaje de 85 mm de diámetro 

Resolución desde 0.1 mg

Modos de porcentaje y conteo 

Varias unidades de medición

Interfase RS-232C y software WinCT estándar

Gancho para pesar por debajo

200 memorias de datos 

Cumple con Normas GLP/GMP/ISO 



01 PIEZA DE BOMBA DE VACÍO CON DIAFRAGMA DE TEFLÓN, PARA FILTRACIÓN.

ESPECIFICACIONES: 

De la serie 1.10212661

PRESIÓN: 670 mm de Hg y Capacidad de Desplazamiento: 20 L/min. 

Voltaje: 120 V



01 PIEZA DE MICROSCOPIO BINOCULAR PROFESIONAL.GARANTÍA DE 01 AÑO. 

ESPECIFICACIONES: 

Microscopio binocular modelo Primo Starfull-Kohler Axiocam 208C con cámara para la biología, técnica incluida de campo claro y contraste de fase Ph1, 2, 3, fototubo binocular con giro de 360°, oculares de campo amplio 10x/20 Br. Foc. Para la colocación de rejillas para medición, objetivos Plan acromáticos ICS (Sistema de corrección al infinito), sistema de iluminación transmitida 6V30W halógeno, cámara digital Axi",2020-12-11,2020-12-17,54771.43,MXN,Expirado,0,0,,COMERCIALIZADORA DAFERDI SA DE CV ,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1917810
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2197130,5320,IA-050GYR009-E426-2020 ADQ EQ PROTECCION RADIOLOGICA E INSTRUMENTAL,IA-050GYR009-E426-2020,2020-12-09,2020-12-01 18:07,2020-12-07 09:30,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2429366,D200033,IA-050GYR009-E426-2020 ADQ EQ PROTECCION RADIOLOGICA E INSTRUMENTAL,2020-12-09,2021-01-01,426745.6,MXN,Expirado,0,0,MED990811UU3,MEDIXSA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1921883
CIBNOR,"Centro de Investigaciones Biológicas del Noroeste, S.C.",CIBNOR-DEPARTAMENTO DE ADQUISICIONES Y CONTROL PATRIMONIAL #03890O001,2205592,5310,EQUIPO MÉDICO Y DE LABORATORIO,AA-03890O001-E40-2020,,2020-12-22 00:25,2020-12-15 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2425635,EQUIPO MÉDICO Y DE LABORATORIO,"BALANZA ANALITICA SERIE B-2 VWR

BALANZA ANALITICA SERIE B-2 CAPACIDAD 210 GR PRECISION 0.1MG,

TAMAÑO DEL PALTO 100MM, RANGO DE TEMPERATURA 10..40°C, VOLTAJE

100-240VCA, 50/60 HZ, 0,6A, INTERFAZ RS232, CALIBRACION EXTERNA,

MULTIPLES MODOS DE PESAJE.",2020-12-15,2021-03-14,38289,MXN,Expirado,0,0,,JUANA MARIA SANCHEZ VALDEZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1929211
IMSS,Instituto Mexicano del Seguro Social,IMSS-Jefatura de Servicios Administrativos Delegación Querétaro #050GYR110,2209677,3540,AA-050GYR110-E52-2020 REPARACION EQUIPO DE AIRE ACONDICIONADO EN LA UNIDAD MEDIC,AA-050GYR110-E52-2020,,2021-01-05 10:21,2020-08-03 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2430536,C0M0073,REPARACION EQUIPO DE AIRE ACONDICIONADO EN LA UNIDAD MEDICA DE ATENCION AMBULATO,2020-08-03,2020-08-05,72920,MXN,Expirado,0,0,,JAVIER FACIO DELGADO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1932662
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2203520,2950,"CONTROLADOR DE BIOREACTOR 120, 20 SLPM, TYPE B CAT. B120ACS000",AA-011L4J995-E830-2020,,2020-12-16 14:37,2020-12-16 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2423627,"CONTROLADOR DE BIOREACTOR 120, 20 SLPM, TYPE B CAT. B120ACS000","CONTROLADOR DE BIOREACTOR 120, 20 SLPM, TYPE B CAT. B120ACS000",2020-12-16,2020-12-31,321009.15,MXN,Expirado,0,0,BIR8608088I2,BIOELECTRONICA E INSTRUMENTOS RAFIRSA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927470
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2203501,2950,"ACCESORIO CONTROLADOR BIOREACTOR, 5LTS, HB, DD CAT B120AVB002",AA-011L4J995-E829-2020,,2020-12-16 14:20,2020-12-16 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2423608,"ACCESORIO CONTROLADOR BIOREACTOR, 5LTS, HB, DD CAT B120AVB002","ACCESORIO CONTROLADOR BIOREACTOR, 5LTS, HB, DD CAT B120AVB002",2020-12-16,2020-12-31,366827.84,MXN,Expirado,0,0,BIR8608088I2,BIOELECTRONICA E INSTRUMENTOS RAFIRSA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1927459
NL,_Gobierno del Estado de Nuevo León,"NL-Servicios de Agua y Drenaje de Monterrey, I.P.D. -Gerencia de Compras y Servicios #919043975",2161167,5310,SUMINISTRO DE MEDIDORES DOMICILIARIOS CON UN DIÁMETRO NOMINAL DE 15MM,LA-919043975-E3-2020,2020-11-04,2020-09-29 15:04,2020-10-15 09:00,Nacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2426365,"SUMINISTRO DE MEDIDORES DOMICILIARIOS CON UN DIÁMETRO NOMINAL DE 15MM, TIPO VOLUMÉTRICO CON CUERPO SINTÉTICO PARA EL PROGRAMA DEVOLUCIÓN DE DERECHOS 2020","SUMINISTRO DE MEDIDORES DOMICILIARIOS CON UN DIÁMETRO NOMINAL DE 15MM, TIPO VOLUMÉTRICO CON CUERPO SINTÉTICO PARA EL PROGRAMA DEVOLUCIÓN DE DERECHOS 2020",2020-11-06,2021-04-30,25850000,MXN,Expirado,0,0,EKL040210J2A,EMPRESAS KLAVE SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1893620
